id	text	overall_sentiment	related_companies	related_companies_sentiment	category	datetime	image	security	source	summary	url
128667709	L1 Capital Catalyst Fund June 2024 Quarterly Report	Neutral	['L1 Capital']	['Neutral']	Economical	1720762320	https://media.gettyimages.com/id/2152210543/photo/light-bulb-with-arrow-of-darts-on-dart-board-concept-of-finding-problem-solving-or-business.jpg?b=1&s=170667a&w=0&k=20&c=f66_1Fh4SoxsNsw91wJ0i8o76Vb4RWnGngcZDjeKkDk=	AAPL	SeekingAlpha	The L1 Capital Catalyst Fund returned -6.8%1 for the June quarter (ASX200AI -1.1%). Click here to read the full report.	https://finnhub.io/api/news?id=daac99cff767efa4069a7ffd67ebae8ae97c72ab7b803bfa199c216e31becb49
128666445	"If I Had To Retire Today, Here's How I'd Do It"	Neutral	['Apple']	['Neutral']	Personal	1720756188	https://static.seekingalpha.com/cdn/s3/uploads/getty_images/108147375/image_108147375.jpg?io=getty-c-w1536	AAPL	SeekingAlpha	"Retirement strategies are not one-size-fits-all due to individual variables like nest egg size, lifestyle costs, and goals. Read more to see my thoughts."	https://finnhub.io/api/news?id=3a26765e8e981950dab12fa4845f706da20f6dc1d7260dae91826c29bac00bad
128670689	Apple warns iPhone owners of spyware attacks in 98 countries	Neutral	['Apple']	['Negative']	Health	1720749480		AAPL	Alliance News	Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.	https://finnhub.io/api/news?id=3a3d016d681ee1922f9dd89d10345a1a478ef3e785cb0074006455434b836836
128670690	GLOBAL BRIEFING: Stocks rise as US Fed keeps up inflation hopes	Neutral	['Multiple']	['Positive']	Economical	1720744800		AAPL	Alliance News	Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.	https://finnhub.io/api/news?id=aaa7e0c767b14c5d9f8d4532c99848c153d6f953371b9e5d92812957b4f6a18a
128661392	"Tesla snaps win streak, AI adoption may be muted: Asking For A Trend"	Negative	['Tesla']	['Neutral']	Economical	1720744032	https://s.yimg.com/ny/api/res/1.2/o8b38WXdPoBycqdIlqApqQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/fbac5f60-3fd0-11ef-beae-92683c1889a6	AAPL	Yahoo	"Shares of Tesla (TSLA) recouped its losses from the beginning of the year after 11-straight days of gains, only to turn negative after reports of the company pushing back the unveiling of its robotaxi to October. In addition, Elon Musk's xAI recently ended talks with Oracle (ORCL) for a potential $10 billion server deal to build out its infrastructure. As AI competition from Big Tech names like Alphabet (GOOG, GOOGL) and Microsoft (MSFT) heat up, can Musk's new company keep up or will it eclipse them entirely? Deepwater Asset Management managing partner Doug Clinton joined the show to give insight into Musk's abilities and the performances of his companies. The so-called Magnificent Seven - Amazon (AMZN), Apple (AAPL), Alphabet (GOOG, GOOGL), Nvidia (NVDA), Meta (META), Microsoft (MSFT), and Tesla (TSLA) - had their worst day in about a year as many of these names closed the day in the red. While AI is all the rage in boardroom meetings and earnings reports, actual adoption may not be as widespread as the impression the corporate world is giving off. Goldman Sachs found artificial intelligence adoption to be muted as companies are still exploring how to integrate large language models. Lots of companies want to get into the weight-loss drug market. Portal Innovations Co-Founder and CEO John Flavin stopped by to discuss how venture capitalists are investing in the space. For more expert insight and the latest market action, click here"	https://finnhub.io/api/news?id=7daa45c6048493c48645f9df4ed2915a736f7fa1c417e0099c1ad20627b0e920
128658465	"Mag 7 take a hit, $2T in sideline investor cash: Top Takeaways"	Neutral	['Mag 7']	['Negative']	Economical	1720735458	https://s.yimg.com/ny/api/res/1.2/2rlQ4yuhuBHvngXxJ38new--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/ddd59670-3fce-11ef-afad-d01316ad9938	AAPL	Yahoo	"The Magnificent Seven — the grouping of premier tech stocks Amazon (AMZN), Apple (AAPL), Alphabet (GOOG, GOOGL), Nvidia (NVDA), Meta Platforms (META), Microsoft (MSFT), and Tesla (TSLA) — had their worst day in over a year, with Tesla snapping its 11-day winning streak after reports of the company pushing back its robotaxi unveiling date. In addition, retail investor cash sitting on the sidelines has hit a record high, reaching over $2 trillion. Yahoo Finance senior markets reporter Jared Blikre joins Asking For A Trend to break down the latest market trends for July 11. For more expert insight and the latest market action, click here to watch this full episode of Asking for a Trend. This post was written by Nicholas Jacobino"	https://finnhub.io/api/news?id=03bd2a20b565f060975b8f61bcf7c0827c5bd3889664fe63418955e17d86d257
128661780	How Apple Intelligence is changing the way you use Siri on your iPhone	Neutral	['Apple']	['Positive']	Technological	1720732560	"https://techcrunch.com/wp-content/uploads/2024/07/GettyImages-2156422057.jpg?resize=1200,794"	AAPL	Yahoo	"Following years of talk around Apple’s lack of innovation when it comes to Siri, Apple has promised the launch of a smarter version of its digital assistant coming this fall. Siri is getting a slew of new features and updates thanks to the addition of Apple Intelligence, the company’s generative AI offering, and a partnership with OpenAI. From ChatGPT integration to the ability to type instead of speak to Siri, there's a lot of ways Siri will change in the coming months. Here's a look at what th"	https://finnhub.io/api/news?id=1c3a28b7fc2ff4cfe744d4aa3c6ecf2019a9f62113d461305b98947fd2a3bb73
128658113	"Nvidia vs. AWS chips: Why it's not a battle, for now"	Neutral	"['Nvidia', 'AWS']"	"['Neutral', 'Neutral']"	Technological	1720720949	https://s.yimg.com/ny/api/res/1.2/K8pNTnG.H2PzdYW7Xst50A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/5d7610a0-3faf-11ef-afff-40641b464a81	AAPL	Yahoo	"The chips industry is bigger than ever – currently valued at $544 billion and expected to be worth more than $1 trillion by 2032, according to Precedence Research. While Nvidia (NVDA) has the dominant lead in the industry, holding 80% of the GPU chips market, hyperscalers like Amazon’s (AMZN) Amazon Web Services (AWS) are looking to capitalize in the space by designing their own chips. With the release of the new Graviton 4 chip, AWS aims to create a more efficient chip that can power its own cloud – promising 35% greater computing speeds and 75% more memory bandwidth.What does this mean for the chip race? Rather than being direct competitors with Nvidia, Patrick Moorehead, a former AMD executive and now the CEO and analyst at Moor Insights & Strategy, refers to their relationship as “co-opetition.” For more on our NEXT series, click here, and tune in to Yahoo Finance Live for more expert insight and the latest market action, Monday through Friday."	https://finnhub.io/api/news?id=6e5acbbbeacb2b45cc342d2beb2da9c2350caf51f818ffaee71e151aa8b7866f
128661782	EU ends Apple Pay antitrust probe with binding commitments to open up contactless payments	Neutral	['Apple']	['Positive']	Political	1720719605	"https://techcrunch.com/wp-content/uploads/2024/03/GettyImages-1814216780-e1711055311427.jpg?resize=1200,674"	AAPL	Yahoo	"The European Union has accepted commitments from Apple over how it operates Apple Pay to settle a long-running competition investigation. Commission EVP Margrethe Vestager, who heads up the EU's competition division, announced the development in a press conference Thursday. Apple has until July 25 to implement changes that will allow developers of rival mobile wallets to offer contactless payment by the predominant technology used in the EU (NFC) -- enabling them to offer their users ""tap and go"	https://finnhub.io/api/news?id=f2d8d6ce0cd7021c8985a81999f4484b4e7f6f267d312387f5e742a5b5cc67c6
128661783	"Apple Stock Has More Upside, Analyst Says. Why It’s Falling Today."	Positive	['Apple']	['Negative']	Economical	1720717080	https://s.yimg.com/ny/api/res/1.2/aMfIhl0FzOfqjOZ9O.ZyzA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/Barrons.com/3fc38b14f138fa156839c3a7da28454d	AAPL	Yahoo	"Apple  stock got a new price target that’s 18% higher than Wall Street’s consensus on Thursday, but increased sentiment that interest rate cuts are coming in September was keeping shares in the red.  In fact, Wall Street analysts shared more positive commentary on the company’s near-term future on Thursday.  BofA Securities analyst Wamsi Mohan increased his price target on  Apple  to $256 from $230, which implies a 10% increase to the stock’s closing price of $232.98 on Wednesday."	https://finnhub.io/api/news?id=455887cea3715d421acd1854babdcfd56ebb57aaee6fa5f3f84fc9b2d80a52cb
128661784	Apple Opens Up Tap-and-Pay to Rivals. Big Tech Feels the Antitrust Pressure.	Negative	['Apple']	['Neutral']	Political	1720716540	https://s.yimg.com/ny/api/res/1.2/wcZDkMCu9QpgFWHfif20hg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/Barrons.com/5700b64f100bf2c548c9d10372e4647d	AAPL	Yahoo	The iPhone maker has made a series of commitments to open up its payments platform. It's the latest concession by a major technology company under scrutiny by antitrust regulators.	https://finnhub.io/api/news?id=7e96b846dc6b381e8de10eed0caf2960c5c1f1622b2203f767a2bc6c0864a9f6
128660817	"Samsung goes at Apple with Galaxy Watch Ultra, Galaxy Ring"	Neutral	"['Samsung', 'Apple']"	"['Positive', 'Neutral']"	Technological	1720714972	https://s.yimg.com/ny/api/res/1.2/chLgDIVxGt8KXeMQyHI6sw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/fox_business_text_367/227d809989dc4077cddcc233c368c5e0	AAPL	Yahoo	"Samsung said both of its new devices, the Galaxy Ring and Galaxy Watch Ultra, will officially hit the market on July 24 alongside the seventh iteration of its standard smartwatch."	https://finnhub.io/api/news?id=7ae6fb8e760fb0848807d3331e7420505e67bde54971edc6a6dc23d419a6375b
128661786	European Equities Close Higher Thursday; UK GDP Grows More Than Expected	Positive	['Multiple']	['Positive']	Economical	1720714789	https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png	AAPL	Yahoo	European Equities Close Higher Thursday; UK GDP Grows More Than Expected	https://finnhub.io/api/news?id=f5317320c8326ddd70d611c14817d958a7a82f1f51aa2121727c61df32ac24d8
128655977	Samsung releases Galaxy Ring with health monitoring features	Neutral	['Samsung']	['Positive']	Technological	1720714513	https://www.verdict.co.uk/wp-content/uploads/2024/07/GettyImages-2160829450.jpg	AAPL	Yahoo	Samsung is counting on its new health monitoring features to drive demand for wearable devices like the Galaxy Ring.	https://finnhub.io/api/news?id=50aa8e7b4846071b86ca0657e75a7a2ddce8ffcdc97e6a6199b3b4f47283fd5d
128661788	Everything you need to know about Apple Vision Pro	Neutral	['Apple']	['Neutral']	Technological	1720711779	https://s.yimg.com/ny/api/res/1.2/sPJHpQZ9W3Bd5fYq6byrcg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/snappa.ukfinance/9a2c2749aecdb9be2bd287a138ca912b	AAPL	Yahoo	The tech giant’s first headset arrives in the UK on Friday.	https://finnhub.io/api/news?id=5743310acdac3a8c952da404fc42183762e69635a6e8b027ce0bd57016a51881
119360448	Stock Market Today: Stock Market News And Analysis	Neutral	['Multiple']	['Neutral']	Economical	1679509371	https://media.zenfs.com/en/ibd.com/28e88eac1c8027393a22cb7ae91a9299	AAPL	Yahoo	Check the Stock Market Today column to spot changes in market trend and track the best stocks to buy and watch.	https://finnhub.io/api/news?id=882e95a8c18d2ea609214ac42a5914baedc824d2f8f3180b00719d86811fc59c
128661790	Apple opens up Apple Pay to rivals in EU antitrust deal	Neutral	['Apple']	['Positive']	Political	1720710058	https://s.yimg.com/ny/api/res/1.2/Xu7NbQA5xhusjOxeUxAc1A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/88166980-3f92-11ef-9f53-e37fea5cbf5a	AAPL	Yahoo	"Apple (AAPL) has reached an agreement with European Union (EU) regulators concluding a long-fought legal battle over antitrust concerns. The tech giant will open up its mobile payment system, Apple Pay, to third-party competitors. This move will allow other companies to integrate their payment services directly into the Apple Wallet on iPhones, ending Apple's monopoly over payment systems on its devices within the region. Catalysts co-hosts Seana Smith and Madison Mills break down the details. Read more about Big Tech regulation here. For more expert insight and the latest market action, click here to watch this full episode of Catalysts. This post was written by Angel Smith"	https://finnhub.io/api/news?id=5b42c09ded4877b49b18fd4db9e0dda5f685709f4ea9fa47c74b8fb674a1be2c
128661791	"Apple Poised for Strong iPhone Refresh Cycle Over Next Few Years, BofA Says"	Positive	['Apple']	['Positive']	Economical	1720710031	https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png	AAPL	Yahoo	"Apple Poised for Strong iPhone Refresh Cycle Over Next Few Years, BofA Says"	https://finnhub.io/api/news?id=f1677353ea89133892ba4eeed4d3a9e0c32334dae4ec2c5ea33d853287f0eb75
128661792	Apple loosens its grip on iPhone payments to end EU antitrust case	Negative	['Apple']	['Neutral']	Political	1720709815	https://s.yimg.com/ny/api/res/1.2/RRgceav904tgYv6dLEDcCw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/fortune_175/84526b9f7540f9a2d4ef81d961785174	AAPL	Yahoo	Apple's 10-year commitments will finally let third-party mobile wallet developers access the iPhone's tap-to-pay functionality.	https://finnhub.io/api/news?id=cf6f82503148738fb00352da1c88044e91d9acb48526214b7ce341134469289f
128661793	Apple’s Vision Pro headset comes to the UK on Friday	Neutral	['Apple']	['Neutral']	Geographical	1720708745	https://s.yimg.com/ny/api/res/1.2/Hd69MCsCUYk3OP5RPpWcuQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/snappa.ukfinance/6069518b10848cd4af99a2f1d4bc3888	AAPL	Yahoo	The spatial computing device arrives in the UK for the first time.	https://finnhub.io/api/news?id=a1a0710b1c42c371ff7312453d90476ba00e1fe5682677177642853e9b4acb8d
128661312	Mac Sales Set to Rise 20.8%: Should You Buy Apple (AAPL) Stock?	Positive	['Apple']	['Positive']	Economical	1720706880	https://media.zenfs.com/en/zacks.com/64ddac0df0622c3e4ac12b08abd5cc75	AAPL	Yahoo	"Apple's (AAPL) estimated strong Mac sales, AI push, growing Services business and strong liquidity position make the shares attractive for investors."	https://finnhub.io/api/news?id=5b009261533c756ae24bbcf988500a8e53a9d54340c2e421803abab63ca0adbd
128658571	The Most Advanced Country in Asia in 2024	Neutral	['Unknown Country']	['Neutral']	Geographical	1720706496	https://s.yimg.com/ny/api/res/1.2/J2cRRsKYQR0CaWrBwgdnZQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTQ-/https://media.zenfs.com/en/insidermonkey.com/2a4571e216a876a7371c45fbf2766f6b	AAPL	Yahoo	"This article looks at the most advanced country in Asia in 2024. To see the full free list, you can head over to the 15 Most Advanced Countries in Asia in 2024. A report by McKinsey in 2020 highlighted the progress made by Asia in technology and innovation over the past decade, accounting for 52% […]"	https://finnhub.io/api/news?id=0b9e9a590a9d167fb69493373dd44ac52b101c80ba98e25ab40abe6b4d7cf6f2
128653787	The PC industry is finally on the path to recovery	Positive	['PC Industry']	['Neutral']	Economical	1720705776	https://s.yimg.com/ny/api/res/1.2/vyDCaWcQWJcUy4QQsFJszg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/ae6b56f0-3ece-11ef-9fd7-8515cafcc737	AAPL	Yahoo	The global PC industry is finally turning its deep sales declines around.	https://finnhub.io/api/news?id=4b20d42949f44237b1f15984d9ff15880783a0aef5fdd67d36a9a9a722c46829
128652966	Apple: BofA raises its price target	Positive	['Apple']	['Positive']	Economical	1720697421		AAPL	Finnhub	"Bank of America announced on Thursday that it had raised its price target for Apple from $230 to $256, while reiterating its buy recommendation on the stock.In its study, the American broker says it..."	https://finnhub.io/api/news?id=0c5cd4221eaea5a64335f39b11a80ec5f81478ba0fbf365824f769ecaec72f9f
128651886	EU accepts Apple's plan to allow third parties access to tap-and-go payment system	Neutral	['Apple']	['Positive']	Political	1720688531		AAPL	Finnhub	"The European Union agreed with Apple's commitment on Thursday to allow third-party rivals to access its tap-and-go payment technology, closing out a probe that had dragged on for four years.The EU..."	https://finnhub.io/api/news?id=53f3e3a22a4cefa8d2dc4a31daa4fc4304664da7d9124e1d55c279c2da26b35c
128651663	Apple opens contactless payment technology to rivals to avoid EU fine	Positive	['Apple']	['Positive']	Political	1720687274		AAPL	Finnhub	"Brussels, July 11 .- Apple has allowed its competitors access its contactless payment technology in a move to avoid a hefty fine for abusing its dominant position in the European market.The European..."	https://finnhub.io/api/news?id=77ac551a34794eda2c8a331d7e97df1427064d82e2ac40d8b3f14ac9d801b0f8
128651349	Top 10 Stocks 2nd Half 2024 With Steven Cress	Neutral	['Multiple Companies']	['Neutral']	Economical	1720684800	https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1456635819/image_1456635819.jpg?io=getty-c-w1536	AAPL	SeekingAlpha	"Steven Cress, Head of Quantitative Strategy, shares his top 10 stocks for the 2nd half of 2024 from a Quant perspective."	https://finnhub.io/api/news?id=d11067fe36229c2835e0af691dd57804303a6500df56a16f5fa4a2c51ee5e352
128651219	L1 Capital International Fund June 2024 Quarterly Report	Neutral	['L1 Capital']	['Neutral']	Economical	1720684500	https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1477085501/image_1477085501.jpg?io=getty-c-w1536	AAPL	SeekingAlpha	"In the June 2024 quarter, L1 Capital International Fund returned -3.0% (net) vs. the Benchmark return of 0.3% (all in AU$). Click here to read the full report."	https://finnhub.io/api/news?id=ece4e06f884a63f5eb103e95c9262639a938fc2a2845d911ed1520b19927e744
128651142	Apple lets rivals use tap-and-go payments as EU's Vestager warns on tech charges	Neutral	['Apple']	['Positive']	Political	1720682952		AAPL	Finnhub	"BRUSSELS, July 11 - Apple will..."	https://finnhub.io/api/news?id=ca26b8e8b6866d214d98eb39af17394732b9e20f00cf5a28d713e184647acde0
128653662	"GLOBAL BROKER RATINGS: MWB raises Kion, DZ Bank cuts Mercedes-Benz"	Neutral	"['MWB', 'Kion', 'DZ Bank', 'Mercedes-Benz']"	"['Neutral', 'Neutral', 'Neutral', 'Neutral']"	Economical	1720680900		AAPL	Alliance News	Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.	https://finnhub.io/api/news?id=449b72c26543dc6c91bb636d007ae625db9cc18995c654947e20f28a26193b94
128650721	Apple: EU approves mobile payment commitments	Neutral	['Apple']	['Positive']	Political	1720678462		AAPL	Finnhub	"Under EU competition rules, the European Commission has announced that it has made binding the commitments proposed by Apple to address the Commission's concerns about competitors' access to its..."	https://finnhub.io/api/news?id=193ac9be459712fab384ff411f2ba10e0b919ea149a7089429933ac62c727ffe
128650627	EU's Vestager sees no change in Apple's behaviour after tech charges	Neutral	['Apple']	['Negative']	Technological	1720676593		AAPL	Finnhub	"Apple has notchanged its business practices since it was hit with charges ofnot complying with EU tech rules last month, EU antitrust chiefMargrethe Vestager said on Thursday. What I..."	https://finnhub.io/api/news?id=028f29cea320add984e917a4ca8f7e17f83d42687ed0a3607d106cdf6175b9d7
128650542	EU Accepts Apple Offer to Open Mobile Payments to Third Parties	Neutral	['Apple']	['Positive']	Political	1720676074		AAPL	Finnhub	By Mauro Orru The European Union said Apple's decision to let third-party mobile wallet and payment services use the technology behind its Apple Pay app fully addresses concerns from officials...	https://finnhub.io/api/news?id=51d163ac0fe793fc1fc1e8ba6a31e6beac7a1bd686d145531e83622b9faaf04b
128650508	"Apple to let rivals use tap-and-ago payment, staves off EU antitrust fine"	Neutral	['Apple']	['Neutral']	Political	1720675484		AAPL	Finnhub	"Apple will openits tap-and-go mobile payments system to rivals, EU antitrustregulators said on Thursday, ending a four-year longinvestigation that could have resulted in a hefty fine for theiPhone..."	https://finnhub.io/api/news?id=6b34212d5da818467803f712bf5a839f03851952115095514f2b36d9bd45e747
128650492	EU accepts Apple pledge to let rivals access 'tap to pay' iPhone tech to resolve antitrust case	Neutral	['Apple']	['Positive']	Political	1720675208		AAPL	Finnhub	LONDON — The European Union says it's accepting Apple's pledge to open up its “tap to pay” iPhone payment system to rivals as a way to resolve an antitrust case and head off a hefty fine. The...	https://finnhub.io/api/news?id=d038d162a4e9f276ec83b29fd9027205cec968467f61938b871d577c48fbd4a9
128653665	EU accepts Apple plan to open iPhone tap-to-pay to rivals	Neutral	['Apple']	['Positive']	Political	1720675200		AAPL	Alliance News	Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.	https://finnhub.io/api/news?id=4a6d4403d5f6dfc838a1e9b96fa22fc6902c804f314b4d0983e5ce779884d501
128650465	EU antitrust regulators accept Apple's offer to open up mobile payments system	Neutral	['Apple']	['Positive']	Political	1720674416		AAPL	Finnhub	EU antitrust regulators onThursday accepted Apple's offer to open its tap-and-gomobile payments system to rivals to settle a four-year longinvestigation that could have resulted in a hefty fine for...	https://finnhub.io/api/news?id=e7ec62f21bdbd397b8ee49dc8175a6700f4040567e576eb464814214d70a9764
128650450	"Apple Avoids Eu Fine With Eu Decision To Accept Its Offer, Eu Sa…"	Neutral	['Apple']	['Positive']	Political	1720674415		AAPL	Finnhub	"APPLE AVOIDS EU FINE WITH EU DECISION TO ACCEPT ITS OFFER, EU SAYS ..."	https://finnhub.io/api/news?id=457b8d811c1993f12bc14529413cafd10fb31763c2a1a9860cae7d673cde8ae9
128650434	Is AI A New Engine For Emerging Market Equity Investors?	Neutral	['Unknown']	['Neutral']	Economical	1720669800	https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1705781447/image_1705781447.jpg?io=getty-c-w1536	AAPL	SeekingAlpha	Emerging markets have rapidly shifted focus to become active participants in the global technology revolution. Read more here.	https://finnhub.io/api/news?id=43da2dc0de4e91922ac7686bbc97ca4822565d4571114777ca48540963e63c9e
128650178	"Nikkei stock index ends above 42,000 mark for 1st time on tech gains"	Positive	['Nikkei']	['Positive']	Geographical	1720664228		AAPL	Finnhub	"Tokyo's stock indexes ended at fresh all-time highs on Thursday, with the Nikkei crossing 42,000 for the first time, boosted by buying of Apple Inc. suppliers and other technology issues as well as..."	https://finnhub.io/api/news?id=75a79fd55db433c6ad9564009fead1ca6d1a74f9473384bd4e0803b6e40b16db
128670566	Microsoft (NASDAQ:MSFT) Knows How To Allocate Capital Effectively	Neutral	['Microsoft']	['positive']	Economic	1720792834	https://media.zenfs.com/en/simply_wall_st__316/a5d5a89dd6ab73bc7694c99b9023ec2d	MSFT	Yahoo	"There are a few key trends to look for if we want to identify the next multi-bagger. Typically, we'll want to notice a..."	https://finnhub.io/api/news?id=2608a948d85147e1ab815dffa72a5cf80a4b2a43afe6be289176017580f1d854
